text,page
"              24          Demokratie und Grundwerte




                          vom Bund der Steuerzahler vorgeschlagene Zahl von 471
                          Parlamentariern als Obergrenze für völlig ausreichend.

                          1.5.4 Wider das Berufspolitikertum:
                          Amtszeit begrenzen

                          Die sich fortsetzende Tendenz zum Berufspolitikertum hat
                          der Monopolisierung der Macht Vorschub geleistet und
                          die unübersehbare Kluft zwischen dem Volk und der sich
                          herausgebildeten politischen Klasse vergrößert. Vettern-
                          wirtschaft, Filz, korruptionsfördernde Strukturen und
                          verwerflicher Lobbyismus sind die Folge.

                          Die Amtszeitbegrenzung von Mandatsträgern kann dieser
                          gesellschaftsschädigenden Entwicklung entgegenwirken
                          und das Machtmonopol der Parteien beschneiden. So
                          können wir unser Ideal des Bürgerabgeordneten wieder-
                          herstellen.

                          Konkret fordern wir eine Amtszeitbegrenzung für Ab-
                          geordnete auf höchstens vier Legislaturperioden. Diese
                          Regelung gilt nicht für direkt gewählte Abgeordnete.

                          1.5.5 Direktwahl des Bundespräsidenten
                          durch das Volk

Um die Wahl des           Derzeit wird der Bundespräsident in der Bundesversamm-
Bundespräsidenten
                          lung vorgeschlagen und gewählt. Diese besteht zur einen
transparenter und
unabhängiger von          Hälfte aus den Mitgliedern des Bundestages und zur ande-
Parteien durchführen zu   ren Hälfte aus Mitgliedern, die aus den Parlamenten der
können, wollen wir den
Bundespräsidenten
                          Bundesländer nach den Grundsätzen der Verhältniswahl
direkt durch das Volk     gewählt wurden. Die Auswahl des Kandidaten findet hinter
wählen lassen.
                          verschlossenen Türen durch Absprachen der Parteien
",24
"                         Demokratie und Grundwerte           25




statt. Um die Wahl des Bundespräsidenten transparenter
und parteienunabhängiger zu machen, bedarf es einer Än-
derung des Art. 54 des Grundgesetzes für die Direktwahl
durch das Volk.

1.6 Lobbyismus eindämmen

Wir wollen, dass Bundestagsabgeordnete ihre volle Ar-
beitskraft der parlamentarischen Arbeit widmen. Das
Mandat darf nicht unter bezahlten Nebentätigkeiten lei-
den. Der überbordende Lobbyismus in Brüssel und Berlin
muss eingedämmt werden.

Die Nebentätigkeiten der Abgeordneten haben ein für
unsere Demokratie bedrohliches Ausmaß angenommen.
Der Umfang der Nebentätigkeiten vieler Abgeordneter
führt zwangsläufig zu Abstrichen bei ihrer parlamentari-
schen Aufgabenerledigung. Viele Abgeordnete nutzen ihr
politisches Mandat, um sich lukrative Nebentätigkeiten zu
beschaffen mit dem Ziel der persönlichen Bereicherung.

Der größte Schaden für unsere Demokratie jedoch entsteht
dadurch, dass ein Großteil der Nebentätigkeiten im Dunst-
kreis des Lobbyismus oder gar der Korruption anzusiedeln
ist. Aus guten demokratischen Gründen wollen wir die Re-
gelungen der Nebentätigkeiten für Parlamentarier und zur
Abgeordnetenbestechung deutlich verschärfen. Abgeord-
nete dürfen ausschließlich eine früher ausgeübte Tätigkeit
in angemessenem Umfang fortführen. Die AfD legt bereits
heute im § 19 Absatz 2 der Satzung für ihre eigenen Mit-
glieder strenge Regelungen fest. Ferner setzen wir uns für
ein Lobbyisten-Gesetz mit konkreten Rechten, Pflichten
und Sanktionen für Mandatsträger und Lobbyisten ein, das
",25
"26   Demokratie und Grundwerte




     vorbildlichen Regelungen anderer Demokratien standhält.
     Das Ziel ist, den Lobbyismus zu kontrollieren, die Trans-
     parenz der Nebentätigkeiten herzustellen und die Arbeits-
     qualität des Parlaments zu sichern. Die Arbeit von Organi-
     sationen, die sich die Kontrolle des Lobbyismus zum Ziel
     gesetzt haben, begrüßen wir insoweit ausdrücklich.

     1.6.1 Private Rentenvorsorge für Parlamentarier

     Ebensolchen Reformbedarf sehen wir bei der Altersversor-
     gung der Bundestagsabgeordneten. Sie haben sich ein Pen-
     sionssystem geschaffen, das keine eigenen Beitragsleistun-
     gen vorsieht. Nach einem halben Arbeitsleben (27 Jahre)
     haben die Parlamentarier bereits den Maximalanspruch
     von derzeit 6.130 EURO erreicht, im Vergleich hierzu
     erhält ein Arbeitnehmer mittleren Einkommens nach 43
     Berufsjahren und jahrelanger Rentenbeitragszahlungen
     eine Bruttomonatsrente von unter 1.200 EURO. Die AfD
     möchte das kostspielige und den Steuerzahler übermäßig
     belastende Versorgungsmodell der Abgeordneten grund-
     legend reformieren und z. B. die Parlamentarier auf eine
     private Rentenvorsorge verweisen.

     1.6.2 Einführung eines Straftatbestandes der
     Steuerverschwendung

     Während Steuerhinterziehung auch bei vergleichsweise
     kleinen Beträgen in Deutschland verfolgt und bestraft
     wird, bleibt die – ebenso gemeinwohlschädigende – Steu-
     erverschwendung straffrei. Skandalöse Baukostenüber-
     schreitungen, unsinnige Beschaffungsmaßnahmen und
     verschwenderische Prestige-Projekte von Amtsträgern
     und Behördenleitern bleiben aufgrund der gegenwärtigen
",26
"                         Demokratie und Grundwerte          27




Rechtslage weitgehend straffrei. Die AfD will einen neu-
en Straftatbestand der Haushaltsuntreue einführen. Die
Regelung soll die Rechte der Steuerzahler stärken und die
Bestrafung von groben Fällen der Steuergeldverschwen-
dung durch Staatsdiener und Amtsträger ermöglichen.
",27
,28
"KAPITEL 2




Europa und
Euro
",29
"30   Europa und Euro




     EUROPA UND EURO

     Die große Vielfalt der verschiedenen nationalen und
     regionalen kulturellen Traditionen macht das Besondere
     unseres Kontinents aus.

     Wir sind dagegen, die EU in einen zentralistischen Bun-
     desstaat umzuwandeln. Stattdessen treten wir dafür ein,
     die EU zurückzuführen zu einer Wirtschafts- und Interes-
     sengemeinschaft souveräner, lose verbundener Einzelstaa-
     ten in ihrem ursprünglichen Sinne. Wir wollen in Freund-
     schaft und guter Nachbarschaft zusammenleben.
",30
"                                       Europa und Euro        31




Wir lehnen die „Vereinigten Staaten von Europa“ ebenso
ab wie eine EU als Bundesstaat, aus der kein Austritt mehr
möglich ist. Unser Ziel ist ein souveränes Deutschland, das
die Freiheit und Sicherheit seiner Bürger garantiert, ihren
Wohlstand fördert und seinen Beitrag zu einem friedlichen
und prosperierenden Europa leistet.

Sollten sich unsere grundlegenden Reformansätze im
bestehenden System der EU nicht verwirklichen lassen,
streben wir einen Austritt Deutschlands oder eine demo-
kratische Auflösung der Europäischen Union und die Neu-
gründung einer Europäischen Wirtschaftsgemeinschaft an.
",31
"32   Europa und Euro




     2.1 Ein Europa der Vaterländer

     Wir stehen für die Freiheit der europäischen Nationen
     von fremder Bevormundung. Rechtsstaatliche Strukturen,
     wirtschaftlicher Wohlstand und ein stabiles, leistungsge-
     rechtes Sozialsystem gehören in die nationale Verantwor-
     tung.

     Wir unterstützen Strukturreformen, um die internationale
     Wettbewerbsfähigkeit der europäischen Staaten zu stär-
     ken, wenden uns jedoch entschieden gegen eine Transfe-
     runion und zentralistische Tendenzen.

     Die Politik in Europa ist durch eine schleichende Ent-
     demokratisierung gekennzeichnet, die EU ist zu einem
     undemokratischen Konstrukt geworden, dessen Politik von
     demokratisch nicht kontrollierten Bürokratien gestaltet
     wird. Damit die Staaten Europas wieder zu Leuchttürmen
     für Freiheit und Demokratie in der Welt werden können,
     ist eine grundlegende Reform der EU erforderlich.

     2.2 Kompetenzen an die Nationalstaaten
     zurückgeben

     Die politischen Eliten haben mit dem Vertrag von
     Maastricht 1992 und besonders mit dessen Verände-
     rung in Lissabon 2007 den Versuch unternommen, die
     EU unumkehrbar zu einem Staat fortzuentwickeln. Dies
     geschah trotz der Volksabstimmungen in Frankreich und
     den Niederlanden von 2005. In beiden Ländern hatten die
     Bürger den sogenannten Verfassungsvertrag zur Gründung
     eines europäischen Großstaates abgelehnt. Die politische
     Führung der großen EU-Länder will dieses Projekt jedoch
",32
"                                       Europa und Euro        33




gegen den offenkundigen Mehrheitswillen der Völker in
der EU auf Biegen und Brechen durchsetzen. Wir fordern
im Gegenteil das Subsidiaritätsprinzip konsequent beizu-
behalten und Kompetenzen an die Nationalstaaten zurück-
zugeben.

Die Vision eines europäischen Großstaates läuft zwangs-       Die politische Führung
läufig darauf hinaus, dass die EU-Einzelstaaten, mit den      der großen EU-Länder
                                                              will die Europäische 		
sie tragenden Völkern, ihre nationale Souveränität ver-       Union um jeden Preis
lieren. Aber nur die nationalen Demokratien, geschaffen       und gegen den Mehr-
                                                              heitswillen der europäi-
durch ihre Nationen in schmerzlicher Geschichte, vermö-       schen Völker zu einem
gen ihren Bürgern die nötigen und gewünschten Identifi-       Einheitsstaat umgestalten.
kations- und Schutzräume zu bieten. Nur sie ermöglichen       Wir fordern stattdessen,
                                                              die Nationalstaaten zu
größtmögliche individuelle und kollektive Freiheitsrechte.    erhalten und ihnen
Nur sie können diese hinreichend sichern. Die Verspre-        wieder mehr Kompeten-
                                                              zen zu geben.
chen, durch multinationale Großstaaten und internati-
onale Organisationen einen Ersatz für funktionierende
demokratische Nationalstaaten zu schaffen, werden nicht
eingehalten und sind nicht einhaltbar. Es handelt sich da-
bei um ideengeschichtlich alte Utopien. Sie zu realisieren,
hat stets großes Leid über die Menschen gebracht. Stabile
demokratische Nationalstaaten sind das Fundament einer
friedlichen Weltordnung. Internationale Organisationen
ohne Staatscharakter, die auf freier Übereinkunft beruhen,
können dabei hilfreich sein.

Die Europäische Wirtschaftsgemeinschaft (EWG) hat
im westlichen Europa über Jahrzehnte (1957 bis 1993)
zu Frieden und Prosperität beigetragen. Doch die Euro-
päische Union hat sich im Lauf der Jahre Kompetenzen
angeeignet, für die es in den europäischen Verträgen
keine Grundlage gibt. Die zunehmende Zentralisierung
von Hoheitsrechten und die Bestrebungen, einen europä-
",33
"34   Europa und Euro




     ischen Bundesstaat zu schaffen, sind irrational und nicht
     zukunftsfähig. Die Alternative für Deutschland lehnt diese
     Bestrebungen strikt ab. Die Organe der EU, vor allem der
     Ministerrat, die EU-Kommission und das Parlament sind
     unzureichend demokratisch legitimiert. Dieser system-
     bedingte Mangel sowie die „Bürgerferne” der Amtsträger
     haben das Entstehen eines überbordenden Macht- und
     Verwaltungsapparates begünstigt.

     2.3 Bündelung gemeinsamer europäischer
     Interessen

     Die AfD spricht sich dafür aus, in der Außenpolitik gesamt-
     europäische Interessen zu bündeln, ohne die Nationalstaa-
     ten in ihrer Souveränität, demokratischen Mitwirkung und
     Rechtsgestaltung einzuschränken. Eine formelle gemein-
     same Außen- und Sicherheitspolitik der EU (GASP) lehnen
     wir ebenso ab wie einen gemeinsamen Europäischen Aus-
     wärtigen Dienst. Stattdessen setzen wir uns dafür ein, die
     zwischenstaatliche Abstimmung unter den europäischen
     Partnerländern zu intensivieren und, wo möglich, gemein-
     schaftlich zu agieren.

     Wir befürworten ein flexibles Netzwerk europäischer Staa-
     ten, an dem jeder europäische Staat jeweils nach seinen
     Möglichkeiten teilnehmen kann, wie dies zum Beispiel in
     der Westeuropäischen Union der Fall war. Beitritte nich-
     teuropäischer Staaten sollten aus kulturellen und geogra-
     phischen Gründen nicht in Betracht gezogen werden. So
     lehnen wir auch den Beitritt der Türkei zur EU ab.

     In der Beziehung zu außereuropäischen Staaten sind die
     außen- und sicherheitspolitischen Interessen Deutschlands
     zu berücksichtigen.
",34
